This file was created using the 202510 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
198311,       68.25,       73.52,       61.22,     1731.33,     1576.79,     2210.36
198312,       71.66,       77.00,       63.85,     1777.24,     1608.96,     2235.45
198401,       70.42,       77.49,       64.77,     1771.45,     1597.86,     2245.74
198402,       67.62,       77.21,       66.50,     1676.53,     1604.60,     2314.01
198403,       62.57,       73.16,       63.27,     1592.08,     1527.81,     1933.25
198404,       63.06,       74.41,       64.13,     1614.07,     1548.61,     1943.06
198405,       62.11,       73.72,       64.29,     1620.13,     1549.27,     1968.73
198406,       58.36,       70.00,       61.70,     1534.49,     1469.49,     1827.15
198407,       58.13,       65.55,       56.83,     1620.80,     1473.36,     1705.17
198408,       54.95,       63.58,       55.01,     1611.16,     1446.46,     1668.17
198409,       62.31,       69.89,       60.31,     1785.71,     1598.25,     1846.03
198410,       61.21,       70.78,       62.35,     1747.77,     1596.19,     1896.85
198411,       60.22,       70.36,       63.00,     1757.01,     1595.24,     1878.06
198412,       57.67,       70.06,       63.07,     1713.04,     1564.63,     1891.63
198501,       59.20,       71.41,       65.05,     1757.99,     1599.67,     1933.95
198502,       68.19,       77.94,       71.08,     1939.76,     1721.39,     2034.28
198503,       70.22,       79.84,       72.02,     1955.92,     1743.62,     2069.88
198504,       68.55,       79.20,       73.63,     1935.18,     1727.84,     2100.53
198505,       67.30,       79.55,       74.97,     1899.34,     1713.27,     2133.79
198506,       69.95,       82.46,       77.17,     2007.81,     1828.74,     2210.67
198507,       64.39,       76.62,       51.13,     2068.21,     1883.56,     2060.05
198508,       66.42,       78.35,       51.81,     2075.41,     1861.08,     2021.41
198509,       65.33,       78.17,       52.50,     2043.40,     1849.21,     2026.90
198510,       61.14,       75.25,       50.84,     1954.64,     1793.41,     1942.60
198511,       63.27,       78.39,       52.59,     2026.46,     1889.90,     2039.17
198512,       68.39,       83.41,       55.91,     2201.79,     1986.20,     2120.76
198601,       72.18,       87.14,       57.69,     2342.62,     2072.39,     2222.22
198602,       74.14,       88.26,       59.36,     2370.46,     2075.85,     2253.48
198603,       79.52,       94.76,       63.47,     2559.26,     2237.97,     2392.55
198604,       83.91,      100.23,       67.30,     2715.76,     2373.46,     2479.62
198605,       85.68,      101.77,       67.99,     2736.92,     2320.52,     2402.11
198606,       89.34,      107.40,       70.55,     2884.65,     2439.56,     2512.58
198607,       86.41,       88.24,       60.92,     2791.93,     2244.57,     2597.67
198608,       77.71,       80.83,       57.39,     2586.31,     2121.58,     2548.70
198609,       79.99,       83.66,       59.71,     2705.28,     2307.99,     2784.27
198610,       74.65,       79.97,       57.05,     2431.49,     2135.94,     2578.93
198611,       78.16,       82.61,       58.36,     2562.36,     2260.84,     2705.92
198612,       78.41,       82.30,       59.18,     2611.90,     2297.20,     2742.28
198701,       77.18,       79.53,       58.48,     2536.84,     2240.76,     2676.04
198702,       87.14,       87.86,       62.81,     2903.46,     2544.84,     2963.62
198703,       95.38,       93.85,       65.94,     3117.87,     2632.91,     2950.08
198704,       97.60,       97.03,       68.87,     3173.97,     2698.53,     3019.69
198705,       94.99,       93.84,       65.94,     3118.46,     2671.87,     2977.14
198706,       95.05,       93.57,       65.69,     3151.97,     2655.06,     2990.03
198707,       86.91,       99.57,       61.60,     3109.34,     3087.47,     2895.58
198708,       88.63,      102.51,       65.46,     3292.28,     3186.01,     2995.10
198709,       90.87,      106.16,       67.24,     3459.24,     3321.73,     3058.70
198710,       89.38,      105.59,       66.61,     3392.71,     3248.66,     3005.00
198711,       60.38,       75.54,       48.20,     2611.98,     2575.19,     2419.41
198712,       56.52,       72.22,       46.64,     2377.25,     2370.06,     2271.26
198801,       62.18,       76.66,       49.16,     2592.24,     2513.40,     2390.00
198802,       63.19,       80.50,       52.39,     2632.64,     2653.51,     2570.21
198803,       68.68,       85.99,       56.26,     2768.72,     2762.11,     2622.30
198804,       71.65,       88.97,       58.03,     2672.13,     2686.19,     2592.24
198805,       72.99,       90.04,       58.95,     2657.53,     2744.88,     2618.77
198806,       71.39,       87.55,       58.23,     2653.87,     2750.34,     2657.13
198807,       77.61,       80.91,       51.88,     2792.91,     2841.99,     2356.49
198808,       75.92,       80.84,       51.93,     2742.62,     2830.35,     2353.50
198809,       72.77,       79.33,       50.51,     2652.01,     2722.06,     2303.43
198810,       75.77,       81.40,       51.61,     2777.19,     2810.24,     2382.80
198811,       74.18,       81.35,       51.48,     2820.08,     2874.58,     2453.88
198812,       71.42,       78.95,       49.64,     2761.68,     2819.96,     2407.70
198901,       75.38,       82.29,       50.82,     2788.87,     2830.43,     2421.79
198902,       79.06,       85.85,       52.72,     2976.86,     3034.21,     2561.48
198903,       79.99,       86.39,       53.41,     2896.63,     2945.11,     2512.56
198904,       83.27,       87.81,       55.05,     2963.87,     2994.39,     2585.45
198905,       87.31,       91.55,       56.89,     3148.50,     3135.93,     2693.45
198906,       91.35,       94.54,       58.95,     3315.63,     3175.62,     2774.22
198907,       85.96,       93.99,       56.17,     3411.68,     3091.69,     2816.28
198908,       90.12,       97.89,       57.81,     3770.63,     3308.41,     2975.64
198909,       92.85,      100.89,       59.32,     3844.66,     3381.64,     3032.14
198910,       95.63,      101.01,       59.39,     3851.79,     3338.35,     3029.27
198911,       91.10,       95.77,       56.13,     3808.51,     3201.86,     2964.50
198912,       92.26,       96.39,       56.08,     3893.16,     3250.03,     2986.19
199001,       93.30,       95.75,       56.18,     3993.85,     3324.25,     3058.40
199002,       84.53,       87.73,       51.74,     3671.12,     3125.28,     2833.82
199003,       87.77,       89.84,       52.52,     3675.66,     3173.22,     2894.47
199004,       92.05,       94.21,       54.41,     3816.29,     3225.31,     2889.93
199005,       90.34,       91.59,       51.71,     3773.53,     3113.29,     2749.01
199006,       98.43,       97.50,       54.42,     4173.97,     3368.37,     2935.23
199007,       88.65,       96.75,       53.28,     3821.02,     3550.51,     2346.33
199008,       85.04,       93.43,       51.32,     3765.10,     3547.16,     2297.90
199009,       72.86,       81.76,       45.28,     3410.81,     3260.52,     2053.08
199010,       66.16,       75.02,       41.42,     3203.73,     3144.90,     1910.39
199011,       62.21,       71.03,       38.67,     3219.23,     3070.20,     1916.86
199012,       68.16,       75.00,       40.12,     3448.04,     3263.68,     1999.96
199101,       71.84,       77.24,       41.53,     3575.58,     3324.43,     2024.73
199102,       78.88,       83.52,       44.94,     3789.97,     3424.77,     2107.13
199103,       88.28,       92.19,       50.08,     4079.92,     3624.83,     2243.68
199104,       96.45,       98.10,       53.85,     4232.84,     3680.44,     2301.59
199105,       96.28,       99.68,       54.73,     4205.83,     3703.08,     2301.96
199106,      101.38,      104.50,       56.35,     4398.42,     3795.54,     2410.32
199107,       87.66,       99.40,       50.67,     4097.24,     3403.80,     2050.73
199108,       92.00,      102.80,       52.70,     4339.40,     3532.93,     2128.18
199109,       96.40,      106.15,       55.26,     4485.54,     3575.44,     2158.90
199110,       99.49,      107.39,       55.73,     4410.90,     3583.21,     2122.04
199111,      103.75,      110.62,       56.72,     4473.85,     3634.25,     2158.71
199112,       99.06,      106.70,       53.85,     4351.86,     3448.08,     2030.80
199201,      112.78,      115.15,       58.82,     4998.84,     3722.36,     2236.88
199202,      121.62,      123.63,       65.45,     4879.91,     3662.56,     2305.16
199203,      122.86,      127.49,       70.50,     4889.07,     3674.08,     2456.66
199204,      117.13,      126.84,       71.45,     4752.86,     3630.79,     2522.44
199205,      110.92,      124.07,       71.20,     4755.93,     3809.54,     2605.33
199206,      111.56,      125.26,       72.76,     4796.12,     3805.06,     2597.15
199207,      101.73,      118.52,       60.19,     4383.41,     3756.20,     2528.17
199208,      105.27,      122.94,       62.54,     4567.52,     3908.69,     2577.07
199209,      101.04,      121.44,       61.19,     4507.65,     3805.28,     2441.62
199210,      103.86,      125.23,       62.84,     4592.47,     3845.31,     2477.95
199211,      108.97,      127.89,       64.20,     4713.35,     3811.90,     2496.84
199212,      120.02,      135.87,       68.87,     4920.20,     3891.48,     2600.74
199301,      124.83,      142.07,       73.61,     4954.37,     3981.23,     2717.40
199302,      126.73,      147.54,       78.54,     4898.13,     4045.57,     2861.32
199303,      118.45,      147.33,       79.58,     4776.66,     4186.82,     2939.39
199304,      123.87,      153.38,       84.99,     4859.53,     4339.35,     3052.42
199305,      120.19,      150.08,       82.79,     4611.19,     4294.91,     3013.18
199306,      128.28,      155.21,       85.38,     4788.27,     4375.19,     3024.06
199307,      126.89,      139.19,       78.14,     4838.53,     3993.89,     2838.65
199308,      127.31,      141.47,       80.27,     4739.55,     4025.67,     2865.44
199309,      132.79,      147.97,       83.18,     4895.99,     4170.69,     2971.29
199310,      139.37,      153.98,       86.77,     4846.27,     4207.68,     2955.27
199311,      145.40,      156.39,       89.51,     5011.81,     4202.74,     2930.16
199312,      141.34,      152.42,       87.48,     5010.31,     4082.01,     2867.05
199401,      146.58,      160.40,       90.99,     5088.52,     4163.74,     2939.43
199402,      150.24,      165.04,       96.04,     5211.53,     4354.77,     2993.35
199403,      149.29,      167.27,       94.54,     5118.45,     4228.99,     2843.92
199404,      141.94,      161.38,       91.49,     4873.70,     4049.56,     2738.39
199405,      140.79,      163.70,       93.11,     4902.06,     4095.83,     2780.54
199406,      137.25,      162.35,       94.22,     4957.60,     4135.98,     2772.20
199407,      119.12,      134.00,       77.30,     4709.88,     3593.94,     2635.71
199408,      121.42,      135.45,       78.99,     4849.96,     3724.27,     2727.56
199409,      130.77,      142.46,       82.37,     5097.81,     3834.80,     2827.39
199410,      132.95,      143.08,       82.93,     5055.78,     3728.25,     2711.49
199411,      133.87,      143.32,       81.73,     5168.24,     3837.36,     2725.24
199412,      128.86,      138.90,       78.70,     4985.39,     3687.97,     2578.60
199501,      131.55,      141.65,       80.73,     5067.23,     3743.92,     2583.78
199502,      129.89,      141.16,       80.30,     5184.23,     3835.90,     2714.87
199503,      134.99,      146.18,       83.79,     5383.29,     3977.10,     2853.99
199504,      141.02,      150.42,       85.16,     5556.55,     4130.11,     2882.88
199505,      143.36,      155.56,       88.45,     5666.32,     4251.17,     2994.15
199506,      146.06,      157.84,       91.41,     5856.05,     4421.24,     3188.04
199507,      143.82,      143.79,       80.70,     5573.06,     4122.05,     3109.23
199508,      156.88,      151.66,       84.40,     5798.44,     4242.26,     3237.06
199509,      161.40,      155.53,       88.18,     5797.21,     4283.39,     3351.34
199510,      169.48,      160.10,       90.73,     6071.92,     4443.14,     3534.12
199511,      160.13,      151.86,       87.27,     6103.69,     4393.08,     3440.81
199512,      167.04,      157.57,       90.56,     6325.57,     4590.44,     3639.40
199601,      174.18,      163.54,       93.63,     6401.70,     4676.85,     3691.11
199602,      174.70,      164.76,       93.88,     6622.51,     4830.51,     3879.59
199603,      183.05,      167.40,       96.57,     6732.34,     4897.01,     3969.41
199604,      191.66,      172.59,       99.84,     6765.00,     5026.03,     3995.52
199605,      209.19,      182.28,      105.15,     6937.99,     5110.95,     3952.33
199606,      223.11,      191.90,      111.56,     7169.64,     5148.25,     4049.33
199607,      186.18,      180.47,       96.04,     6923.48,     4529.78,     3585.22
199608,      161.17,      168.81,       90.70,     6576.52,     4356.35,     3470.18
199609,      173.41,      178.29,       95.09,     6745.83,     4505.54,     3573.14
199610,      185.08,      183.89,       99.68,     7220.84,     4707.11,     3669.68
199611,      175.78,      183.71,      100.84,     7230.72,     4870.27,     3824.90
199612,      179.15,      191.53,      104.97,     7724.55,     5224.65,     4108.02
199701,      182.83,      198.30,      107.99,     7592.70,     5142.78,     4116.17
199702,      190.98,      205.76,      110.85,     8108.18,     5380.84,     4417.45
199703,      179.06,      203.64,      112.37,     8106.18,     5368.14,     4595.40
199704,      166.69,      197.42,      110.47,     7694.56,     5228.54,     4361.07
199705,      160.92,      199.72,      110.00,     8197.97,     5432.75,     4515.70
199706,      185.94,      220.11,      119.12,     8810.27,     5738.23,     4778.12
199707,      193.66,      191.26,      106.31,     9019.92,     5552.59,     3490.26
199708,      204.73,      201.69,      112.67,     9775.44,     6075.35,     3761.87
199709,      212.81,      207.84,      116.35,     9336.95,     5877.88,     3697.99
199710,      235.48,      226.56,      126.86,     9835.27,     6287.12,     4005.50
199711,      221.59,      219.30,      124.37,     9503.28,     6107.92,     3920.98
199712,      214.16,      217.30,      125.64,     9969.13,     6286.95,     4059.33
199801,      214.77,      222.02,      130.81,    10116.71,     6486.45,     4234.62
199802,      214.54,      218.82,      129.35,    10371.09,     6408.14,     4223.45
199803,      233.76,      235.91,      137.70,    11092.08,     6935.92,     4545.25
199804,      249.66,      250.27,      147.11,    11703.19,     7315.84,     4928.45
199805,      252.51,      254.30,      149.77,    11822.82,     7440.01,     4945.45
199806,      235.30,      242.26,      147.13,    11593.53,     7314.85,     4900.00
199807,      235.20,      211.90,      120.04,    12387.37,     6328.39,     4664.03
199808,      218.21,      196.98,      111.87,    12353.55,     6298.81,     4441.47
199809,      164.85,      161.38,       90.69,    10740.51,     5105.03,     3924.88
199810,      182.72,      171.38,       94.53,    11624.37,     5366.92,     4161.89
199811,      192.35,      177.36,       98.05,    12616.11,     5892.28,     4353.36
199812,      209.90,      187.35,      104.34,    13552.83,     6114.27,     4502.26
199901,      229.19,      195.74,      107.92,    14701.60,     6251.80,     4692.61
199902,      239.52,      201.05,      109.71,    15578.54,     6294.67,     4619.36
199903,      220.05,      185.85,      101.28,    14871.25,     6239.00,     4585.90
199904,      220.92,      189.59,       99.53,    15610.67,     6478.98,     4780.46
199905,      241.43,      211.57,      109.71,    16028.23,     6994.49,     5155.20
199906,      244.81,      214.47,      116.04,    15624.76,     6888.17,     5167.46
199907,      237.83,      203.95,      108.50,    15374.40,     6427.86,     2826.86
199908,      236.10,      202.25,      106.98,    14989.95,     6260.25,     2709.98
199909,      231.82,      196.14,      103.72,    15102.83,     6064.17,     2638.70
199910,      234.93,      197.11,      101.35,    14883.97,     5701.76,     2549.40
199911,      240.56,      195.44,       98.09,    16008.11,     6210.60,     2675.18
199912,      275.05,      207.83,      102.38,    16851.86,     6036.62,     2739.36
200001,      328.12,      228.32,      110.29,    18370.37,     6126.40,     2861.95
200002,      332.38,      227.12,      111.38,    17600.52,     5913.45,     2703.58
200003,      436.49,      262.42,      126.79,    17904.78,     5610.07,     2722.15
200004,      395.20,      255.68,      127.31,    19709.63,     6185.00,     3108.44
200005,      333.66,      239.06,      120.94,    19007.45,     6099.68,     3015.44
200006,      309.52,      224.81,      114.05,    18294.21,     6156.73,     3113.89
200007,      255.67,      188.22,       94.15,    15760.53,     4767.08,     2992.07
200008,      238.86,      190.79,       95.68,    15440.85,     4959.61,     3140.57
200009,      261.39,      202.07,      101.97,    16731.17,     5323.04,     3407.71
200010,      246.36,      201.11,      101.67,    15943.62,     5419.26,     3500.72
200011,      227.05,      198.25,      100.89,    15768.19,     5416.85,     3574.38
200012,      191.14,      187.11,       99.32,    14138.25,     5181.23,     3579.62
200101,      199.60,      202.54,      108.86,    14163.11,     5623.62,     3781.62
200102,      228.15,      213.75,      116.64,    14810.41,     5660.23,     3748.66
200103,      200.07,      213.84,      116.97,    13166.61,     5620.09,     3726.03
200104,      187.72,      212.27,      115.31,    12163.81,     5549.90,     3705.93
200105,      207.70,      226.00,      122.51,    13385.06,     5871.13,     3980.24
200106,      218.91,      236.64,      132.30,    13447.33,     5997.25,     4164.44
200107,      341.02,      277.20,      110.16,    16220.51,     6502.33,     6077.88
200108,      311.29,      266.38,      109.56,    15978.93,     6420.72,     5788.63
200109,      293.57,      260.11,      109.08,    15067.00,     6146.84,     5033.99
200110,      245.61,      225.70,       94.09,    13838.13,     5532.38,     4597.10
200111,      273.65,      238.88,      100.60,    14314.80,     5613.09,     4450.47
200112,      302.58,      257.60,      111.67,    15452.54,     5978.38,     5019.00
200201,      327.18,      277.28,      120.72,    15605.43,     6186.39,     5173.37
200202,      312.31,      279.52,      127.03,    15558.21,     6110.76,     5031.92
200203,      287.98,      276.39,      126.36,    15181.57,     6128.08,     4860.10
200204,      317.24,      301.98,      140.95,    15736.92,     6467.83,     5267.08
200205,      310.29,      310.78,      148.99,    14619.15,     6435.37,     4912.23
200206,      290.17,      301.96,      146.83,    14433.97,     6429.48,     4852.62
200207,      285.73,      292.43,      129.88,    15378.96,     6183.07,     5887.39
200208,      243.09,      251.39,      110.95,    14396.07,     5658.97,     5082.47
200209,      245.67,      253.51,      111.73,    14295.26,     5779.55,     5406.44
200210,      227.23,      235.69,      104.32,    12741.13,     5194.77,     4908.73
200211,      244.52,      247.06,      106.52,    13953.98,     5414.93,     5285.62
200212,      278.89,      268.77,      115.88,    14671.70,     5683.91,     5408.80
200301,      259.52,      257.08,      112.54,    13752.44,     5466.75,     5037.25
200302,      255.08,      250.96,      111.58,    13355.49,     5372.83,     4818.50
200303,      247.66,      247.60,      107.86,    13160.46,     5240.18,     4612.56
200304,      256.34,      251.07,      110.58,    13370.15,     5277.00,     4561.39
200305,      284.99,      275.95,      122.60,    14434.55,     5747.91,     5095.88
200306,      323.58,      308.62,      137.58,    15092.66,     6163.37,     5523.02
200307,      331.28,      293.96,      152.36,    14742.69,     7491.43,     6497.88
200308,      364.04,      312.34,      163.32,    15010.22,     7696.52,     6552.54
200309,      384.29,      328.14,      173.85,    15345.22,     7845.52,     6880.49
200310,      382.17,      322.00,      177.55,    15232.21,     7811.13,     6678.15
200311,      416.13,      347.67,      198.03,    15999.54,     8354.46,     7125.94
200312,      432.41,      362.39,      209.45,    16201.50,     8485.08,     7324.69
200401,      438.37,      373.85,      218.54,    16844.27,     8854.20,     7654.88
200402,      458.98,      387.86,      237.64,    17105.17,     9054.59,     7889.49
200403,      462.25,      393.66,      239.78,    17344.74,     9265.74,     8155.74
200404,      473.98,      397.72,      244.95,    17086.94,     9213.62,     8121.81
200405,      459.82,      385.48,      232.55,    17161.74,     8894.63,     7890.06
200406,      466.65,      391.46,      235.38,    17334.23,     9011.29,     7984.20
200407,      396.73,      411.58,      236.79,    16167.21,    10411.86,     8628.44
200408,      361.14,      389.97,      225.91,    15481.30,    10228.53,     8404.05
200409,      354.50,      390.94,      224.79,    15456.41,    10391.33,     8467.68
200410,      376.80,      412.61,      234.31,    15560.89,    10578.86,     8677.37
200411,      385.99,      420.43,      238.77,    15798.87,    10692.00,     8654.35
200412,      419.75,      458.09,      262.64,    16261.63,    11212.41,     9175.79
200501,      441.38,      472.73,      274.26,    16819.89,    11612.15,     9547.18
200502,      418.29,      459.70,      270.41,    16306.23,    11433.34,     9386.60
200503,      421.53,      471.27,      279.54,    16576.96,    11635.95,     9695.02
200504,      406.12,      462.13,      279.90,    16328.19,    11374.63,     9608.62
200505,      381.70,      434.04,      267.06,    16076.29,    11115.70,     9386.34
200506,      409.46,      461.23,      286.58,    16641.39,    11422.22,     9720.99
200507,      452.35,      431.50,      277.27,    16603.64,    12265.76,    10024.66
200508,      485.39,      463.91,      292.77,    17452.72,    12556.97,    10425.24
200509,      478.02,      459.87,      292.77,    17250.38,    12608.93,    10452.46
200510,      480.45,      468.54,      295.78,    17275.23,    12768.33,    10639.91
200511,      462.00,      458.07,      290.59,    17082.39,    12523.58,    10376.02
200512,      487.59,      480.05,      305.12,    17771.01,    13028.04,    10628.66
200601,      493.77,      477.88,      300.99,    17666.14,    13197.71,    10705.25
200602,      540.13,      524.36,      328.96,    17998.54,    13639.54,    10980.28
200603,      538.50,      525.54,      328.27,    17968.80,    13932.83,    10874.36
200604,      564.39,      557.24,      348.65,    18263.67,    14185.84,    11150.87
200605,      564.18,      564.58,      353.70,    18221.11,    14444.26,    11639.49
200606,      521.95,      538.60,      341.82,    17680.45,    13978.01,    11413.78
200607,      522.25,      522.03,      312.68,    17398.41,    13692.58,    12172.22
200608,      489.16,      508.02,      307.65,    17218.05,    13829.14,    12300.73
200609,      507.83,      521.66,      315.63,    17745.57,    14002.59,    12134.61
200610,      513.48,      527.58,      320.01,    18126.09,    14296.93,    12380.94
200611,      544.72,      555.83,      335.27,    18635.39,    14834.46,    12868.37
200612,      558.33,      573.00,      348.18,    18979.98,    15168.60,    13194.64
200701,      556.64,      578.08,      357.45,    19070.53,    15435.62,    13674.22
200702,      571.20,      580.01,      363.98,    19424.52,    15802.90,    13670.16
200703,      569.57,      580.29,      359.82,    18962.94,    15501.07,    13453.71
200704,      580.37,      592.73,      363.40,    19066.76,    15819.29,    13504.38
200705,      597.57,      604.81,      370.35,    19858.21,    16355.82,    14312.79
200706,      622.02,      627.02,      383.79,    20497.64,    16963.81,    14675.61
200707,      603.16,      589.32,      363.15,    20280.90,    16632.65,    14891.94
200708,      572.92,      556.83,      333.98,    20016.32,    16101.35,    14073.97
200709,      583.93,      565.56,      333.09,    20324.12,    16371.80,    14178.02
200710,      600.70,      570.26,      332.45,    21319.52,    16717.95,    14593.80
200711,      624.50,      578.59,      332.68,    21997.42,    17045.70,    14717.66
200712,      575.82,      542.13,      309.59,    21282.13,    16120.05,    14018.27
200801,      577.94,      538.41,      307.26,    21245.03,    15977.58,    14025.14
200802,      523.81,      502.40,      293.49,    19667.89,    15144.04,    13424.44
200803,      498.94,      485.88,      281.89,    19155.29,    14536.91,    12796.67
200804,      491.47,      490.25,      283.83,    18974.43,    14133.63,    12602.37
200805,      517.62,      509.92,      287.16,    19733.53,    14930.28,    13267.97
200806,      545.88,      538.06,      297.75,    20105.06,    14994.52,    13517.94
200807,      450.10,      432.17,      250.01,    17990.88,    13166.30,     9550.58
200808,      463.68,      444.86,      263.22,    17836.23,    12688.88,    10376.59
200809,      480.05,      462.73,      281.62,    18058.20,    12901.07,    10421.40
200810,      429.34,      434.53,      262.68,    16258.91,    11658.46,    10358.81
200811,      334.84,      347.21,      210.19,    13658.80,     9580.11,     8214.49
200812,      297.75,      307.65,      182.48,    12705.99,     8976.04,     6828.61
200901,      314.02,      320.39,      192.88,    12928.18,     9073.37,     6908.60
200902,      290.82,      289.07,      162.10,    12241.99,     8237.04,     5649.12
200903,      264.45,      255.19,      138.59,    11168.16,     7201.96,     4694.79
200904,      289.80,      283.45,      155.12,    11859.72,     7839.23,     5237.28
200905,      338.75,      333.41,      185.73,    12772.73,     8717.68,     6143.70
200906,      355.86,      346.66,      192.17,    13325.68,     9325.07,     6621.71
200907,      392.13,      349.53,      157.67,    13930.34,     8688.98,     7302.50
200908,      419.01,      387.47,      180.80,    14878.50,     9404.61,     8204.77
200909,      423.40,      400.68,      197.47,    15100.13,     9772.54,     9264.53
200910,      449.79,      429.43,      217.18,    15579.44,    10210.93,    10109.54
200911,      420.03,      403.31,      199.08,    15472.06,     9953.87,     9408.75
200912,      431.48,      413.44,      211.76,    16460.29,    10442.66,     9713.53
201001,      471.47,      448.03,      232.16,    16782.73,    10812.53,     9816.08
201002,      454.82,      434.85,      228.89,    16124.83,    10587.38,     9545.30
201003,      473.82,      454.48,      248.51,    16498.42,    10919.22,    10230.07
201004,      507.76,      494.72,      276.93,    17401.52,    11793.53,    11128.21
201005,      529.06,      528.65,      307.24,    17508.63,    12167.83,    11391.89
201006,      496.81,      490.39,      277.95,    16159.63,    11122.17,    10468.17
201007,      419.33,      447.39,      212.16,    14443.70,    10139.75,     9756.44
201008,      448.15,      476.79,      229.51,    15459.92,    10913.47,    10249.84
201009,      415.71,      439.75,      211.52,    14764.68,    10446.20,     9605.44
201010,      475.29,      498.05,      237.68,    16224.86,    11367.06,    10256.43
201011,      499.78,      519.90,      247.99,    17012.30,    11853.67,    10404.32
201012,      517.39,      541.41,      254.62,    17071.86,    11900.55,    10556.94
201101,      557.71,      589.00,      282.19,    17861.63,    12799.03,    11643.16
201102,      560.00,      590.15,      285.44,    18218.42,    13139.91,    12152.77
201103,      591.50,      625.81,      303.61,    18592.23,    13775.30,    12605.19
201104,      616.85,      645.75,      309.59,    18669.85,    14018.26,    12391.53
201105,      640.27,      665.52,      314.51,    19324.85,    14395.72,    12584.96
201106,      628.59,      650.60,      306.18,    19163.07,    14196.72,    12221.21
201107,      613.42,      591.77,      305.04,    16663.98,    15526.73,    15234.84
201108,      586.52,      568.40,      295.11,    16561.56,    15053.56,    14601.45
201109,      529.94,      516.95,      266.50,    15843.35,    14015.93,    13339.09
201110,      471.98,      454.23,      237.35,    14835.94,    13004.27,    11967.15
201111,      544.33,      524.21,      267.99,    16229.88,    14588.83,    13472.10
201112,      533.97,      523.51,      268.26,    16180.33,    14638.96,    12934.17
201201,      535.01,      527.84,      273.17,    16203.91,    14908.68,    13084.08
201202,      581.15,      564.44,      291.18,    17072.28,    15371.09,    13932.85
201203,      603.79,      579.71,      300.54,    17926.20,    15860.64,    14742.84
201204,      622.95,      597.09,      311.72,    18569.90,    16051.77,    15755.49
201205,      614.68,      585.82,      310.28,    18488.78,    16036.14,    15312.04
201206,      575.61,      548.67,      289.50,    17413.85,    14985.09,    14079.47
201207,      582.80,      546.36,      279.33,    18303.11,    13564.85,    13165.82
201208,      563.46,      543.20,      275.98,    18608.97,    13787.00,    13073.40
201209,      584.21,      562.39,      287.00,    19043.99,    14008.81,    13581.34
201210,      606.38,      583.92,      300.89,    19404.06,    14446.30,    14117.09
201211,      582.20,      576.61,      299.62,    18943.91,    14093.08,    14264.32
201212,      587.22,      583.27,      302.77,    19112.41,    14083.55,    14148.96
201301,      604.48,      600.37,      314.56,    19060.18,    14270.40,    14832.44
201302,      648.85,      641.28,      333.73,    19755.68,    15133.33,    15948.27
201303,      656.83,      639.50,      340.22,    19923.20,    15256.51,    16095.30
201304,      695.28,      674.43,      358.65,    20677.71,    15831.40,    16811.52
201305,      686.88,      670.65,      362.30,    21014.74,    16001.81,    17128.85
201306,      722.56,      705.76,      383.01,    21368.55,    16234.62,    18410.39
201307,      691.21,      690.05,      370.93,    19034.04,    18214.15,    17153.03
201308,      738.59,      740.67,      401.94,    20045.79,    19176.20,    18190.24
201309,      734.54,      718.52,      388.12,    19631.72,    18446.93,    17332.09
201310,      785.33,      765.66,      413.13,    20413.26,    18986.15,    17799.81
201311,      790.53,      792.02,      429.55,    21258.62,    19837.42,    18359.48
201312,      835.45,      824.45,      451.52,    21898.11,    20105.39,    19235.26
201401,      852.58,      848.53,      463.73,    22380.05,    20839.55,    19700.33
201402,      852.52,      814.87,      448.16,    21680.23,    20128.49,    18911.20
201403,      894.28,      859.50,      473.98,    22841.67,    21019.79,    19449.22
201404,      864.57,      870.85,      482.42,    22591.63,    21139.42,    20263.03
201405,      809.53,      846.48,      468.50,    22595.93,    20739.17,    20050.69
201406,      805.58,      854.68,      470.62,    23131.46,    21063.80,    20275.97
201407,      804.26,      821.45,      452.80,    23114.50,    20691.19,    21136.86
201408,      750.59,      768.57,      430.79,    22726.91,    20292.14,    20527.04
201409,      791.12,      799.19,      450.74,    23875.82,    20879.28,    21254.16
201410,      757.71,      760.02,      422.25,    23681.16,    20298.29,    20826.54
201411,      816.22,      804.91,      447.71,    24291.33,    20573.23,    21203.21
201412,      833.05,      804.09,      444.22,    25209.06,    21054.90,    21114.94
201501,      853.43,      824.32,      459.92,    24942.97,    21207.99,    21444.21
201502,      825.81,      796.07,      430.49,    24570.61,    20625.34,    20172.26
201503,      888.49,      852.22,      455.50,    26130.34,    21757.61,    21221.22
201504,      918.75,      871.95,      462.52,    25644.40,    21436.08,    20958.19
201505,      896.59,      856.28,      460.87,    25849.73,    21647.55,    21258.49
201506,      924.71,      883.20,      465.13,    26077.62,    21989.04,    21315.14
201507,      787.64,      745.22,      435.28,    23410.45,    20382.52,    20178.08
201508,      794.64,      729.20,      413.69,    24059.12,    20574.74,    20131.03
